        BT    Band20    Band21    Band22    Band23    Band24    Band25    Band26    Band27    Band28    Band29    Band31    Band32    Band33    Band34    Band35    Band36
     314.9   0.88447   1.23987   1.22030   1.40633   2.37113   2.59413   9.87179  11.10361  12.50827  11.77746  10.82804  10.82804   9.46084   9.12971   8.88539   8.59356
     315.0   0.88785   1.24439   1.22476   1.41136   2.37887   2.60245   9.89292  11.12558  12.52960  11.79323  10.84140  10.84140   9.47146   9.13976   8.89501   8.60270
     315.1   0.89125   1.24892   1.22923   1.41640   2.38663   2.61079   9.91408  11.14757  12.55095  11.80901  10.85477  10.85477   9.48209   9.14980   8.90464   8.61185
     315.2   0.89465   1.25347   1.23372   1.42146   2.39441   2.61915   9.93527  11.16959  12.57232  11.82480  10.86815  10.86815   9.49273   9.15985   8.91428   8.62100
     315.3   0.89806   1.25803   1.23822   1.42653   2.40221   2.62754   9.95649  11.19165  12.59371  11.84060  10.88153  10.88153   9.50337   9.16991   8.92392   8.63016
     315.4   0.90149   1.26260   1.24274   1.43161   2.41003   2.63595   9.97775  11.21373  12.61513  11.85642  10.89492  10.89492   9.51402   9.17997   8.93356   8.63932
     315.5   0.90493   1.26719   1.24726   1.43671   2.41787   2.64437   9.99904  11.23585  12.63658  11.87224  10.90833  10.90833   9.52467   9.19004   8.94321   8.64848
     315.6   0.90837   1.27180   1.25180   1.44183   2.42573   2.65282  10.02036  11.25799  12.65804  11.88808  10.92174  10.92174   9.53533   9.20011   8.95286   8.65765
     315.7   0.91183   1.27641   1.25636   1.44696   2.43361   2.66129  10.04171  11.28016  12.67953  11.90393  10.93516  10.93516   9.54599   9.21019   8.96252   8.66683
     315.8   0.91530   1.28104   1.26093   1.45211   2.44152   2.66979  10.06310  11.30236  12.70104  11.91979  10.94858  10.94858   9.55666   9.22027   8.97218   8.67601
     315.9   0.91878   1.28569   1.26551   1.45727   2.44944   2.67830  10.08451  11.32460  12.72257  11.93566  10.96202  10.96202   9.56733   9.23035   8.98185   8.68519
     316.0   0.92227   1.29034   1.27011   1.46244   2.45738   2.68684  10.10596  11.34686  12.74413  11.95154  10.97546  10.97546   9.57802   9.24045   8.99152   8.69437
     316.1   0.92578   1.29501   1.27472   1.46763   2.46535   2.69540  10.12744  11.36915  12.76571  11.96743  10.98892  10.98892   9.58870   9.25054   9.00120   8.70357
     316.2   0.92929   1.29970   1.27934   1.47284   2.47333   2.70398  10.14895  11.39147  12.78732  11.98334  11.00238  11.00238   9.59939   9.26064   9.01088   8.71276
     316.3   0.93281   1.30440   1.28398   1.47806   2.48134   2.71258  10.17050  11.41382  12.80894  11.99925  11.01585  11.01585   9.61009   9.27075   9.02057   8.72196
     316.4   0.93635   1.30911   1.28863   1.48330   2.48937   2.72120  10.19207  11.43620  12.83059  12.01518  11.02932  11.02932   9.62079   9.28086   9.03026   8.73116
     316.5   0.93990   1.31384   1.29329   1.48855   2.49741   2.72985  10.21368  11.45862  12.85226  12.03112  11.04281  11.04281   9.63150   9.29098   9.03995   8.74037
     316.6   0.94346   1.31858   1.29797   1.49381   2.50548   2.73852  10.23533  11.48106  12.87396  12.04707  11.05630  11.05630   9.64221   9.30110   9.04965   8.74959
     316.7   0.94702   1.32334   1.30267   1.49910   2.51357   2.74721  10.25700  11.50353  12.89568  12.06303  11.06981  11.06981   9.65293   9.31123   9.05936   8.75880
     316.8   0.95061   1.32811   1.30737   1.50439   2.52168   2.75592  10.27870  11.52603  12.91742  12.07901  11.08332  11.08332   9.66366   9.32136   9.06907   8.76802
     316.9   0.95420   1.33289   1.31209   1.50971   2.52981   2.76465  10.30044  11.54856  12.93919  12.09499  11.09684  11.09684   9.67439   9.33150   9.07878   8.77725
     317.0   0.95780   1.33769   1.31683   1.51504   2.53797   2.77341  10.32221  11.57112  12.96097  12.11099  11.11036  11.11036   9.68512   9.34164   9.08850   8.78648
     317.1   0.96142   1.34250   1.32158   1.52038   2.54614   2.78219  10.34402  11.59371  12.98279  12.12700  11.12390  11.12390   9.69587   9.35179   9.09822   8.79571
     317.2   0.96504   1.34733   1.32634   1.52574   2.55433   2.79099  10.36585  11.61633  13.00462  12.14302  11.13744  11.13744   9.70661   9.36194   9.10795   8.80495
     317.3   0.96868   1.35217   1.33112   1.53111   2.56255   2.79981  10.38772  11.63898  13.02648  12.15905  11.15100  11.15100   9.71737   9.37209   9.11768   8.81419
     317.4   0.97233   1.35703   1.33591   1.53650   2.57079   2.80866  10.40962  11.66166  13.04836  12.17509  11.16456  11.16456   9.72812   9.38226   9.12742   8.82344
     317.5   0.97599   1.36190   1.34072   1.54191   2.57905   2.81752  10.43155  11.68437  13.07026  12.19114  11.17813  11.17813   9.73889   9.39242   9.13716   8.83269
     317.6   0.97966   1.36678   1.34554   1.54733   2.58733   2.82641  10.45351  11.70711  13.09219  12.20721  11.19170  11.19170   9.74966   9.40260   9.14691   8.84194
     317.7   0.98334   1.37168   1.35037   1.55277   2.59563   2.83532  10.47551  11.72988  13.11414  12.22328  11.20529  11.20529   9.76043   9.41277   9.15666   8.85120
     317.8   0.98704   1.37659   1.35522   1.55822   2.60395   2.84426  10.49754  11.75268  13.13611  12.23937  11.21888  11.21888   9.77121   9.42295   9.16642   8.86047
     317.9   0.99074   1.38152   1.36008   1.56369   2.61229   2.85322  10.51960  11.77551  13.15811  12.25547  11.23249  11.23249   9.78200   9.43314   9.17618   8.86974
     318.0   0.99446   1.38646   1.36496   1.56917   2.62066   2.86220  10.54170  11.79837  13.18013  12.27158  11.24610  11.24610   9.79279   9.44333   9.18594   8.87901
     318.1   0.99819   1.39142   1.36985   1.57467   2.62905   2.87120  10.56382  11.82126  13.20217  12.28770  11.25972  11.25972   9.80358   9.45353   9.19571   8.88828
     318.2   1.00193   1.39639   1.37476   1.58019   2.63745   2.88022  10.58598  11.84418  13.22424  12.30383  11.27334  11.27334   9.81439   9.46373   9.20549   8.89757
     318.3   1.00568   1.40138   1.37968   1.58572   2.64588   2.88927  10.60818  11.86713  13.24633  12.31998  11.28698  11.28698   9.82519   9.47394   9.21527   8.90685
     318.4   1.00945   1.40638   1.38461   1.59127   2.65434   2.89834  10.63040  11.89011  13.26844  12.33613  11.30062  11.30062   9.83601   9.48415   9.22505   8.91614
     318.5   1.01322   1.41139   1.38956   1.59683   2.66281   2.90744  10.65266  11.91312  13.29057  12.35230  11.31428  11.31428   9.84683   9.49437   9.23484   8.92543
     318.6   1.01701   1.41642   1.39453   1.60241   2.67131   2.91655  10.67495  11.93616  13.31273  12.36848  11.32794  11.32794   9.85765   9.50459   9.24463   8.93473
     318.7   1.02081   1.42147   1.39951   1.60800   2.67982   2.92569  10.69727  11.95924  13.33491  12.38467  11.34160  11.34160   9.86848   9.51482   9.25443   8.94403
     318.8   1.02462   1.42653   1.40450   1.61362   2.68836   2.93485  10.71963  11.98234  13.35712  12.40087  11.35528  11.35528   9.87931   9.52505   9.26423   8.95334
     318.9   1.02845   1.43160   1.40951   1.61924   2.69692   2.94404  10.74202  12.00547  13.37935  12.41708  11.36897  11.36897   9.89015   9.53529   9.27404   8.96265
     319.0   1.03228   1.43669   1.41453   1.62489   2.70550   2.95324  10.76444  12.02863  13.40160  12.43331  11.38266  11.38266   9.90100   9.54553   9.28385   8.97196
     319.1   1.03613   1.44179   1.41957   1.63055   2.71411   2.96248  10.78689  12.05182  13.42387  12.44954  11.39636  11.39636   9.91185   9.55578   9.29367   8.98128
     319.2   1.03999   1.44691   1.42462   1.63622   2.72273   2.97173  10.80938  12.07505  13.44617  12.46579  11.41007  11.41007   9.92271   9.56603   9.30349   8.99061
     319.3   1.04386   1.45205   1.42969   1.64191   2.73138   2.98101  10.83190  12.09830  13.46849  12.48205  11.42379  11.42379   9.93357   9.57628   9.31332   8.99993
     319.4   1.04774   1.45720   1.43477   1.64762   2.74005   2.99031  10.85445  12.12158  13.49084  12.49832  11.43752  11.43752   9.94444   9.58655   9.32315   9.00927
     319.5   1.05164   1.46236   1.43987   1.65335   2.74875   2.99963  10.87704  12.14489  13.51321  12.51460  11.45125  11.45125   9.95531   9.59681   9.33298   9.01860
     319.6   1.05554   1.46754   1.44498   1.65909   2.75746   3.00897  10.89965  12.16824  13.53560  12.53089  11.46500  11.46500   9.96619   9.60708   9.34282   9.02794
     319.7   1.05946   1.47273   1.45011   1.66484   2.76620   3.01834  10.92231  12.19161  13.55801  12.54720  11.47875  11.47875   9.97708   9.61736   9.35266   9.03729
     319.8   1.06339   1.47794   1.45525   1.67062   2.77496   3.02774  10.94499  12.21502  13.58045  12.56351  11.49251  11.49251   9.98797   9.62764   9.36251   9.04663
     319.9   1.06734   1.48317   1.46041   1.67641   2.78374   3.03715  10.96771  12.23845  13.60291  12.57984  11.50628  11.50628   9.99886   9.63793   9.37237   9.05599
     320.0   1.07129   1.48841   1.46558   1.68221   2.79254   3.04659  10.99046  12.26192  13.62540  12.59618  11.52005  11.52005  10.00976   9.64822   9.38222   9.06534
     320.1   1.07526   1.49366   1.47076   1.68803   2.80137   3.05606  11.01324  12.28541  13.64790  12.61253  11.53384  11.53384  10.02067   9.65852   9.39209   9.07471
     320.2   1.07924   1.49893   1.47597   1.69387   2.81021   3.06554  11.03606  12.30894  13.67043  12.62889  11.54763  11.54763  10.03158   9.66882   9.40195   9.08407
     320.3   1.08323   1.50422   1.48118   1.69973   2.81908   3.07505  11.05891  12.33250  13.69299  12.64526  11.56143  11.56143  10.04250   9.67913   9.41183   9.09344
     320.4   1.08724   1.50952   1.48642   1.70560   2.82798   3.08459  11.08179  12.35608  13.71557  12.66164  11.57524  11.57524  10.05342   9.68944   9.42170   9.10281
     320.5   1.09125   1.51483   1.49166   1.71149   2.83689   3.09414  11.10470  12.37970  13.73817  12.67804  11.58906  11.58906  10.06435   9.69975   9.43158   9.11219
     320.6   1.09528   1.52016   1.49693   1.71740   2.84583   3.10372  11.12765  12.40335  13.76079  12.69444  11.60289  11.60289  10.07529   9.71008   9.44147   9.12157
     320.7   1.09932   1.52551   1.50220   1.72332   2.85479   3.11333  11.15063  12.42703  13.78344  12.71086  11.61672  11.61672  10.08622   9.72040   9.45136   9.13096
     320.8   1.10338   1.53087   1.50750   1.72926   2.86377   3.12296  11.17365  12.45074  13.80611  12.72729  11.63056  11.63056  10.09717   9.73073   9.46125   9.14035
     320.9   1.10744   1.53625   1.51281   1.73521   2.87278   3.13261  11.19670  12.47448  13.82880  12.74373  11.64442  11.64442  10.10812   9.74107   9.47115   9.14975
     321.0   1.11152   1.54165   1.51813   1.74118   2.88181   3.14228  11.21978  12.49825  13.85152  12.76018  11.65827  11.65827  10.11908   9.75141   9.48106   9.15915
     321.1   1.11561   1.54705   1.52347   1.74717   2.89086   3.15198  11.24289  12.52205  13.87426  12.77664  11.67214  11.67214  10.13004   9.76176   9.49096   9.16855
     321.2   1.11972   1.55248   1.52882   1.75318   2.89993   3.16171  11.26604  12.54588  13.89703  12.79312  11.68602  11.68602  10.14100   9.77211   9.50088   9.17796
     321.3   1.12383   1.55792   1.53419   1.75920   2.90903   3.17145  11.28922  12.56974  13.91982  12.80960  11.69990  11.69990  10.15197   9.78246   9.51080   9.18737
     321.4   1.12796   1.56337   1.53958   1.76524   2.91815   3.18122  11.31244  12.59363  13.94263  12.82610  11.71379  11.71379  10.16295   9.79282   9.52072   9.19678
     321.5   1.13210   1.56885   1.54498   1.77130   2.92729   3.19102  11.33569  12.61756  13.96546  12.84261  11.72769  11.72769  10.17394   9.80319   9.53064   9.20620
     321.6   1.13626   1.57433   1.55040   1.77737   2.93646   3.20084  11.35897  12.64151  13.98832  12.85913  11.74160  11.74160  10.18492   9.81356   9.54058   9.21563
     321.7   1.14042   1.57984   1.55583   1.78346   2.94564   3.21068  11.38228  12.66549  14.01120  12.87566  11.75552  11.75552  10.19592   9.82394   9.55051   9.22506
     321.8   1.14460   1.58535   1.56128   1.78957   2.95486   3.22055  11.40563  12.68951  14.03410  12.89220  11.76945  11.76945  10.20692   9.83432   9.56045   9.23449
     321.9   1.14880   1.59089   1.56674   1.79570   2.96409   3.23044  11.42901  12.71355  14.05703  12.90875  11.78338  11.78338  10.21792   9.84470   9.57040   9.24393
     322.0   1.15300   1.59644   1.57222   1.80184   2.97335   3.24036  11.45243  12.73763  14.07998  12.92532  11.79732  11.79732  10.22893   9.85509   9.58035   9.25337
     322.1   1.15722   1.60201   1.57772   1.80800   2.98263   3.25030  11.47587  12.76174  14.10296  12.94190  11.81127  11.81127  10.23995   9.86549   9.59030   9.26281
     322.2   1.16145   1.60759   1.58323   1.81417   2.99193   3.26026  11.49936  12.78588  14.12596  12.95848  11.82523  11.82523  10.25097   9.87589   9.60026   9.27226
     322.3   1.16569   1.61319   1.58876   1.82037   3.00126   3.27025  11.52287  12.81005  14.14898  12.97508  11.83919  11.83919  10.26199   9.88629   9.61023   9.28172
     322.4   1.16995   1.61880   1.59430   1.82658   3.01061   3.28026  11.54642  12.83425  14.17202  12.99169  11.85317  11.85317  10.27303   9.89671   9.62019   9.29118
     322.5   1.17422   1.62443   1.59986   1.83281   3.01998   3.29030  11.57000  12.85848  14.19509  13.00831  11.86715  11.86715  10.28406   9.90712   9.63017   9.30064
     322.6   1.17850   1.63008   1.60543   1.83905   3.02938   3.30036  11.59362  12.88274  14.21818  13.02495  11.88114  11.88114  10.29511   9.91754   9.64014   9.31010
     322.7   1.18279   1.63574   1.61102   1.84532   3.03880   3.31045  11.61727  12.90703  14.24130  13.04159  11.89514  11.89514  10.30615   9.92797   9.65012   9.31957
     322.8   1.18710   1.64142   1.61663   1.85160   3.04824   3.32056  11.64095  12.93135  14.26444  13.05825  11.90915  11.90915  10.31721   9.93840   9.66011   9.32905
     322.9   1.19142   1.64711   1.62225   1.85790   3.05771   3.33070  11.66467  12.95571  14.28760  13.07491  11.92317  11.92317  10.32827   9.94883   9.67010   9.33853
     323.0   1.19576   1.65282   1.62789   1.86421   3.06720   3.34086  11.68842  12.98009  14.31079  13.09159  11.93719  11.93719  10.33933   9.95927   9.68010   9.34801
     323.1   1.20010   1.65855   1.63355   1.87054   3.07672   3.35104  11.71221  13.00451  14.33400  13.10828  11.95122  11.95122  10.35040   9.96971   9.69010   9.35750
     323.2   1.20446   1.66430   1.63922   1.87690   3.08626   3.36125  11.73602  13.02895  14.35723  13.12498  11.96526  11.96526  10.36148   9.98016   9.70010   9.36699
     323.3   1.20884   1.67006   1.64491   1.88326   3.09582   3.37149  11.75988  13.05343  14.38049  13.14169  11.97931  11.97931  10.37256   9.99062   9.71011   9.37648
     323.4   1.21322   1.67583   1.65061   1.88965   3.10540   3.38174  11.78376  13.07794  14.40377  13.15842  11.99337  11.99337  10.38364  10.00108   9.72013   9.38598
     323.5   1.21762   1.68162   1.65633   1.89605   3.11501   3.39203  11.80768  13.10248  14.42707  13.17515  12.00743  12.00743  10.39473  10.01154   9.73014   9.39549
     323.6   1.22203   1.68743   1.66206   1.90247   3.12464   3.40234  11.83164  13.12705  14.45040  13.19190  12.02151  12.02151  10.40583  10.02201   9.74017   9.40500
     323.7   1.22646   1.69326   1.66782   1.90891   3.13430   3.41267  11.85562  13.15165  14.47375  13.20866  12.03559  12.03559  10.41693  10.03248   9.75019   9.41451
     323.8   1.23090   1.69910   1.67358   1.91537   3.14398   3.42303  11.87964  13.17628  14.49712  13.22542  12.04968  12.04968  10.42804  10.04296   9.76023   9.42402
     323.9   1.23535   1.70496   1.67937   1.92185   3.15369   3.43342  11.90370  13.20095  14.52052  13.24220  12.06377  12.06377  10.43915  10.05345   9.77026   9.43354
     324.0   1.23982   1.71084   1.68517   1.92834   3.16341   3.44382  11.92779  13.22564  14.54394  13.25900  12.07788  12.07788  10.45027  10.06394   9.78030   9.44307
     324.1   1.24430   1.71673   1.69099   1.93485   3.17317   3.45426  11.95191  13.25037  14.56738  13.27580  12.09199  12.09199  10.46140  10.07443   9.79035   9.45260
     324.2   1.24879   1.72264   1.69682   1.94138   3.18294   3.46472  11.97607  13.27512  14.59085  13.29261  12.10612  12.10612  10.47253  10.08493   9.80040   9.46213
     324.3   1.25330   1.72856   1.70267   1.94792   3.19274   3.47520  12.00026  13.29991  14.61434  13.30944  12.12025  12.12025  10.48366  10.09543   9.81045   9.47167
     324.4   1.25782   1.73450   1.70854   1.95449   3.20257   3.48571  12.02448  13.32473  14.63786  13.32627  12.13439  12.13439  10.49480  10.10594   9.82051   9.48121
     324.5   1.26235   1.74046   1.71442   1.96107   3.21242   3.49625  12.04874  13.34958  14.66140  13.34312  12.14853  12.14853  10.50595  10.11645   9.83058   9.49075
     324.6   1.26690   1.74644   1.72032   1.96767   3.22229   3.50681  12.07303  13.37446  14.68496  13.35998  12.16269  12.16269  10.51710  10.12697   9.84064   9.50030
     324.7   1.27146   1.75243   1.72624   1.97429   3.23219   3.51739  12.09736  13.39937  14.70854  13.37685  12.17685  12.17685  10.52825  10.13749   9.85072   9.50986
     324.8   1.27603   1.75844   1.73218   1.98093   3.24211   3.52800  12.12172  13.42432  14.73215  13.39373  12.19102  12.19102  10.53942  10.14802   9.86079   9.51942
     324.9   1.28062   1.76446   1.73813   1.98758   3.25205   3.53864  12.14612  13.44929  14.75579  13.41063  12.20520  12.20520  10.55058  10.15855   9.87088   9.52898
     325.0   1.28522   1.77051   1.74409   1.99426   3.26202   3.54930  12.17055  13.47430  14.77944  13.42753  12.21939  12.21939  10.56175  10.16909   9.88096   9.53854
     325.1   1.28984   1.77657   1.75008   2.00095   3.27202   3.55999  12.19501  13.49933  14.80312  13.44445  12.23359  12.23359  10.57293  10.17963   9.89105   9.54811
     325.2   1.29446   1.78264   1.75608   2.00766   3.28204   3.57070  12.21951  13.52440  14.82682  13.46137  12.24779  12.24779  10.58412  10.19018   9.90115   9.55769
     325.3   1.29911   1.78874   1.76210   2.01439   3.29208   3.58144  12.24404  13.54950  14.85055  13.47831  12.26200  12.26200  10.59530  10.20073   9.91125   9.56727
     325.4   1.30376   1.79485   1.76813   2.02113   3.30215   3.59221  12.26861  13.57463  14.87430  13.49526  12.27622  12.27622  10.60650  10.21129   9.92135   9.57685
     325.5   1.30843   1.80098   1.77418   2.02790   3.31224   3.60300  12.29321  13.59979  14.89808  13.51222  12.29045  12.29045  10.61770  10.22185   9.93146   9.58644
     325.6   1.31312   1.80712   1.78025   2.03468   3.32236   3.61381  12.31784  13.62499  14.92187  13.52919  12.30469  12.30469  10.62890  10.23242   9.94157   9.59603
     325.7   1.31782   1.81328   1.78634   2.04148   3.33250   3.62466  12.34251  13.65021  14.94570  13.54618  12.31893  12.31893  10.64011  10.24299   9.95169   9.60562
     325.8   1.32253   1.81946   1.79244   2.04830   3.34267   3.63552  12.36721  13.67547  14.96954  13.56317  12.33319  12.33319  10.65133  10.25357   9.96181   9.61522
     325.9   1.32725   1.82566   1.79856   2.05514   3.35286   3.64642  12.39195  13.70076  14.99341  13.58018  12.34745  12.34745  10.66255  10.26415   9.97194   9.62482
     326.0   1.33199   1.83187   1.80470   2.06200   3.36308   3.65734  12.41672  13.72607  15.01730  13.59719  12.36172  12.36172  10.67377  10.27473   9.98207   9.63443
     326.1   1.33675   1.83810   1.81085   2.06888   3.37332   3.66828  12.44153  13.75142  15.04122  13.61422  12.37599  12.37599  10.68501  10.28532   9.99221   9.64404
     326.2   1.34151   1.84435   1.81702   2.07577   3.38358   3.67925  12.46637  13.77681  15.06516  13.63126  12.39028  12.39028  10.69624  10.29592  10.00235   9.65366
     326.3   1.34630   1.85062   1.82321   2.08269   3.39387   3.69025  12.49125  13.80222  15.08912  13.64831  12.40457  12.40457  10.70748  10.30652  10.01249   9.66328
     326.4   1.35109   1.85690   1.82941   2.08962   3.40419   3.70127  12.51615  13.82766  15.11311  13.66538  12.41887  12.41887  10.71873  10.31713  10.02264   9.67290
     326.5   1.35590   1.86320   1.83564   2.09657   3.41453   3.71232  12.54110  13.85314  15.13712  13.68245  12.43319  12.43319  10.72999  10.32774  10.03280   9.68253
     326.6   1.36073   1.86952   1.84188   2.10354   3.42490   3.72340  12.56608  13.87865  15.16115  13.69953  12.44750  12.44750  10.74124  10.33835  10.04296   9.69216
     326.7   1.36557   1.87586   1.84814   2.11053   3.43529   3.73450  12.59109  13.90418  15.18521  13.71663  12.46183  12.46183  10.75251  10.34897  10.05312   9.70180
     326.8   1.37042   1.88221   1.85441   2.11754   3.44570   3.74563  12.61614  13.92975  15.20929  13.73374  12.47616  12.47616  10.76378  10.35960  10.06329   9.71144
     326.9   1.37529   1.88858   1.86070   2.12457   3.45614   3.75679  12.64122  13.95535  15.23340  13.75085  12.49051  12.49051  10.77505  10.37023  10.07346   9.72108
     327.0   1.38017   1.89497   1.86701   2.13161   3.46661   3.76797  12.66634  13.98099  15.25753  13.76798  12.50486  12.50486  10.78633  10.38086  10.08363   9.73073
     327.1   1.38506   1.90138   1.87334   2.13868   3.47710   3.77918  12.69149  14.00665  15.28168  13.78513  12.51922  12.51922  10.79761  10.39150  10.09382   9.74038
     327.2   1.38997   1.90780   1.87969   2.14576   3.48762   3.79041  12.71667  14.03235  15.30586  13.80228  12.53358  12.53358  10.80890  10.40214  10.10400   9.75004
     327.3   1.39490   1.91425   1.88605   2.15287   3.49816   3.80167  12.74190  14.05808  15.33006  13.81944  12.54796  12.54796  10.82020  10.41279  10.11419   9.75970
     327.4   1.39984   1.92071   1.89243   2.15999   3.50873   3.81296  12.76715  14.08383  15.35428  13.83662  12.56234  12.56234  10.83150  10.42345  10.12439   9.76937
     327.5   1.40479   1.92718   1.89883   2.16713   3.51932   3.82427  12.79244  14.10963  15.37853  13.85380  12.57673  12.57673  10.84281  10.43411  10.13458   9.77903
     327.6   1.40976   1.93368   1.90524   2.17429   3.52994   3.83561  12.81777  14.13545  15.40280  13.87100  12.59113  12.59113  10.85412  10.44477  10.14479   9.78871
     327.7   1.41474   1.94019   1.91168   2.18147   3.54059   3.84698  12.84313  14.16130  15.42709  13.88821  12.60554  12.60554  10.86544  10.45544  10.15500   9.79838
     327.8   1.41974   1.94672   1.91813   2.18867   3.55126   3.85837  12.86852  14.18719  15.45141  13.90543  12.61996  12.61996  10.87676  10.46611  10.16521   9.80807
     327.9   1.42475   1.95327   1.92460   2.19589   3.56195   3.86979  12.89395  14.21310  15.47575  13.92266  12.63438  12.63438  10.88809  10.47679  10.17542   9.81775
     328.0   1.42977   1.95984   1.93109   2.20313   3.57267   3.88124  12.91941  14.23905  15.50012  13.93990  12.64881  12.64881  10.89942  10.48747  10.18565   9.82744
     328.1   1.43481   1.96643   1.93759   2.21039   3.58342   3.89272  12.94491  14.26503  15.52451  13.95715  12.66325  12.66325  10.91076  10.49816  10.19587   9.83713
     328.2   1.43987   1.97303   1.94411   2.21767   3.59419   3.90422  12.97044  14.29105  15.54892  13.97442  12.67770  12.67770  10.92210  10.50885  10.20610   9.84683
     328.3   1.44494   1.97965   1.95065   2.22496   3.60499   3.91574  12.99601  14.31709  15.57336  13.99169  12.69216  12.69216  10.93345  10.51955  10.21634   9.85653
     328.4   1.45003   1.98629   1.95721   2.23228   3.61582   3.92730  13.02162  14.34316  15.59782  14.00898  12.70662  12.70662  10.94480  10.53025  10.22657   9.86624
     328.5   1.45513   1.99295   1.96379   2.23962   3.62667   3.93888  13.04725  14.36927  15.62230  14.02628  12.72109  12.72109  10.95616  10.54096  10.23682   9.87595
     328.6   1.46024   1.99963   1.97038   2.24697   3.63754   3.95049  13.07293  14.39541  15.64681  14.04359  12.73558  12.73558  10.96753  10.55167  10.24707   9.88566
     328.7   1.46537   2.00632   1.97700   2.25435   3.64844   3.96213  13.09864  14.42158  15.67134  14.06091  12.75006  12.75006  10.97890  10.56239  10.25732   9.89538
     328.8   1.47051   2.01303   1.98363   2.26174   3.65937   3.97379  13.12438  14.44778  15.69590  14.07824  12.76456  12.76456  10.99027  10.57311  10.26758   9.90510
     328.9   1.47567   2.01977   1.99028   2.26916   3.67033   3.98548  13.15016  14.47402  15.72048  14.09559  12.77907  12.77907  11.00165  10.58383  10.27784   9.91483
     329.0   1.48085   2.02652   1.99695   2.27659   3.68131   3.99720  13.17597  14.50028  15.74508  14.11294  12.79358  12.79358  11.01304  10.59456  10.28810   9.92456
     329.1   1.48604   2.03328   2.00363   2.28405   3.69231   4.00895  13.20182  14.52658  15.76971  14.13031  12.80810  12.80810  11.02443  10.60530  10.29837   9.93429
     329.2   1.49124   2.04007   2.01034   2.29152   3.70335   4.02072  13.22770  14.55291  15.79436  14.14768  12.82263  12.82263  11.03583  10.61604  10.30865   9.94403
     329.3   1.49646   2.04688   2.01706   2.29901   3.71440   4.03252  13.25362  14.57927  15.81904  14.16507  12.83717  12.83717  11.04723  10.62679  10.31893   9.95377
     329.4   1.50170   2.05370   2.02380   2.30653   3.72549   4.04435  13.27957  14.60567  15.84373  14.18247  12.85171  12.85171  11.05864  10.63754  10.32921   9.96352
     329.5   1.50695   2.06054   2.03056   2.31406   3.73660   4.05620  13.30556  14.63209  15.86846  14.19988  12.86627  12.86627  11.07005  10.64829  10.33950   9.97327
     329.6   1.51221   2.06740   2.03734   2.32162   3.74774   4.06808  13.33159  14.65855  15.89320  14.21730  12.88083  12.88083  11.08147  10.65905  10.34979   9.98303
     329.7   1.51749   2.07428   2.04413   2.32919   3.75890   4.07999  13.35764  14.68504  15.91797  14.23474  12.89540  12.89540  11.09289  10.66981  10.36009   9.99278
     329.8   1.52279   2.08118   2.05095   2.33678   3.77009   4.09193  13.38374  14.71156  15.94277  14.25218  12.90997  12.90997  11.10432  10.68058  10.37039  10.00255
     329.9   1.52810   2.08810   2.05778   2.34440   3.78131   4.10390  13.40987  14.73811  15.96758  14.26964  12.92456  12.92456  11.11575  10.69136  10.38069  10.01231
     330.0   1.53342   2.09504   2.06463   2.35203   3.79256   4.11589  13.43603  14.76470  15.99243  14.28710  12.93915  12.93915  11.12719  10.70214  10.39100  10.02208
     330.1   1.53876   2.10199   2.07150   2.35969   3.80383   4.12791  13.46223  14.79132  16.01729  14.30458  12.95376  12.95376  11.13864  10.71292  10.40132  10.03186
     330.2   1.54412   2.10896   2.07839   2.36736   3.81512   4.13996  13.48847  14.81796  16.04218  14.32207  12.96837  12.96837  11.15009  10.72371  10.41164  10.04164
     330.3   1.54949   2.11596   2.08530   2.37506   3.82645   4.15204  13.51474  14.84465  16.06709  14.33957  12.98298  12.98298  11.16154  10.73450  10.42196  10.05142
     330.4   1.55488   2.12297   2.09223   2.38277   3.83780   4.16414  13.54104  14.87136  16.09203  14.35708  12.99761  12.99761  11.17300  10.74530  10.43229  10.06121
     330.5   1.56028   2.13000   2.09917   2.39051   3.84917   4.17627  13.56738  14.89810  16.11699  14.37460  13.01224  13.01224  11.18447  10.75610  10.44262  10.07100
     330.6   1.56570   2.13705   2.10614   2.39827   3.86058   4.18843  13.59376  14.92488  16.14197  14.39214  13.02689  13.02689  11.19594  10.76691  10.45296  10.08079
     330.7   1.57113   2.14412   2.11312   2.40604   3.87201   4.20062  13.62017  14.95169  16.16698  14.40968  13.04154  13.04154  11.20741  10.77772  10.46330  10.09059
     330.8   1.57658   2.15120   2.12012   2.41384   3.88347   4.21284  13.64662  14.97853  16.19201  14.42724  13.05620  13.05620  11.21889  10.78854  10.47365  10.10040
     330.9   1.58205   2.15831   2.12715   2.42166   3.89495   4.22508  13.67310  15.00540  16.21707  14.44481  13.07086  13.07086  11.23038  10.79936  10.48400  10.11020
     331.0   1.58753   2.16544   2.13419   2.42950   3.90646   4.23736  13.69962  15.03231  16.24215  14.46238  13.08554  13.08554  11.24187  10.81018  10.49435  10.12001
     331.1   1.59303   2.17258   2.14125   2.43736   3.91800   4.24966  13.72617  15.05925  16.26725  14.47997  13.10022  13.10022  11.25337  10.82102  10.50471  10.12983
